AR, 2018, kidney, 1099, num, deceased
AZ, 2015, kidney, 9.60, pmp, deceased
AZ, 2015, liver, 1.60, pmp, deceased
AZ, 2015, pancreas, 0, pmp, deceased
AZ, 2015, heart, 0, pmp, deceased
AZ, 2015, lung, 0, pmp, deceased
AZ, 2015, heart/lung, -, pmp, deceased
AZ, 2015, kidney, 94, num, living
AZ, 2015, liver, 16, num, living
AZ, 2015, pancreas, -, num, living
AZ, 2015, heart, -, num, living
AZ, 2015, lung, -, num, living
AZ, 2015, heart/lung, -, num, living
AZ, 2015, kidney, 9.60, pmp, living
AZ, 2015, liver, 1.60, pmp, living
AZ, 2015, pancreas, -, pmp, living
AZ, 2015, heart, -, pmp, living
AZ, 2015, lung, -, pmp, living
AZ, 2015, heart/lung, -, pmp, living
AZ, 2015, kidney, 94, num, deceased
AZ, 2015, liver, 16, num, deceased
AZ, 2015, pancreas, 0, num, deceased
AZ, 2015, heart, 0, num, deceased
AZ, 2015, lung, 0, num, deceased
AZ, 2015, heart/lung, -, num, deceased
AZ, 2015, kidney, 9.60, pmp, deceased
AZ, 2015, liver, 1.60, pmp, deceased
AZ, 2015, pancreas, 0, pmp, deceased
AZ, 2015, heart, 0, pmp, deceased
AZ, 2015, lung, 0, pmp, deceased
AZ, 2015, heart/lung, -, pmp, deceased
AZ, 2015, kidney, 94, num, living
AZ, 2015, liver, 16, num, living
AZ, 2015, pancreas, -, num, living
AZ, 2015, heart, -, num, living
AZ, 2015, lung, -, num, living
AZ, 2015, heart/lung, -, num, living
AZ, 2015, kidney, 9.60, pmp, living
AZ, 2015, liver, 1.60, pmp, living
AZ, 2015, pancreas, -, pmp, living
AZ, 2015, heart, -, pmp, living
AZ, 2015, lung, -, pmp, living
AZ, 2015, heart/lung, -, pmp, living
AZ, 2015, kidney, 94, num, deceased
AZ, 2015, liver, 16, num, deceased
AZ, 2015, pancreas, 0, num, deceased
AZ, 2015, heart, 0, num, deceased
AZ, 2015, lung, 0, num, deceased
AZ, 2015, heart/lung, -, num, deceased
AZ, 2015, kidney, 9.60, pmp, deceased
AZ, 2015, liver, 1.60, pmp, deceased
AZ, 2015, pancreas, 0, pmp, deceased
AZ, 2015, heart, 0, pmp, deceased
AZ, 2015, lung, 0, pmp, deceased
AZ, 2015, heart/lung, -, pmp, deceased
AZ, 2015, kidney, 94, num, living
AZ, 2015, liver, 16, num, living
AZ, 2015, pancreas, -, num, living
AZ, 2015, heart, -, num, living
AZ, 2015, lung, -, num, living
AZ, 2015, heart/lung, -, num, living
AZ, 2015, kidney, 9.60, pmp, living
AZ, 2015, liver, 1.60, pmp, living
AZ, 2015, pancreas, -, pmp, living
AZ, 2015, heart, -, pmp, living
AZ, 2015, lung, -, pmp, living
AZ, 2015, heart/lung, -, pmp, living
AZ, 2015, kidney, 94, num, deceased
AZ, 2015, liver, 16, num, deceased
AZ, 2015, pancreas, 0, num, deceased
AZ, 2015, heart, 0, num, deceased
AZ, 2015, lung, 0, num, deceased
AZ, 2015, heart/lung, -, num, deceased
AZ, 2015, kidney, 9.60, pmp, deceased
AZ, 2015, liver, 1.60, pmp, deceased
AZ, 2015, pancreas, 0, pmp, deceased
AZ, 2015, heart, 0, pmp, deceased
AZ, 2015, lung, 0, pmp, deceased
AZ, 2015, heart/lung, -, pmp, deceased
AZ, 2015, kidney, 94, num, living
AZ, 2015, liver, 16, num, living
AZ, 2015, pancreas, -, num, living
AZ, 2015, heart, -, num, living
AZ, 2015, lung, -, num, living
AZ, 2015, heart/lung, -, num, living
AZ, 2015, kidney, 9.60, pmp, living
AZ, 2015, liver, 1.60, pmp, living
AZ, 2015, pancreas, -, pmp, living
AZ, 2015, heart, -, pmp, living
AZ, 2015, lung, -, pmp, living
AZ, 2015, heart/lung, -, pmp, living
AZ, 2015, kidney, 94, num, deceased
AZ, 2015, liver, 16, num, deceased
AZ, 2015, pancreas, 0, num, deceased
AZ, 2015, heart, 0, num, deceased
AZ, 2015, lung, 0, num, deceased
AZ, 2015, heart/lung, -, num, deceased
AZ, 2015, kidney, 9.60, pmp, deceased
AZ, 2015, liver, 1.60, pmp, deceased
AZ, 2015, pancreas, 0, pmp, deceased
AZ, 2015, heart, 0, pmp, deceased
AZ, 2015, lung, 0, pmp, deceased
AZ, 2015, heart/lung, -, pmp, deceased
AZ, 2015, kidney, 94, num, living
AZ, 2015, liver, 16, num, living
AZ, 2015, pancreas, -, num, living
AZ, 2015, heart, -, num, living
AZ, 2015, lung, -, num, living
AZ, 2015, heart/lung, -, num, living
AZ, 2015, kidney, 9.60, pmp, living
AZ, 2015, liver, 1.60, pmp, living
AZ, 2015, pancreas, -, pmp, living
AZ, 2015, heart, -, pmp, living
AZ, 2015, lung, -, pmp, living
AZ, 2015, heart/lung, -, pmp, living
AZ, 2015, kidney, 94, num, deceased
AZ, 2015, liver, 16, num, deceased
AZ, 2015, pancreas, 0, num, deceased
AZ, 2015, heart, 0, num, deceased
AZ, 2015, lung, 0, num, deceased
AZ, 2015, heart/lung, -, num, deceased
AZ, 2015, kidney, 9.60, pmp, deceased
AZ, 2015, liver, 1.60, pmp, deceased
AZ, 2015, pancreas, 0, pmp, deceased
AZ, 2015, heart, 0, pmp, deceased
AZ, 2015, lung, 0, pmp, deceased
AZ, 2015, heart/lung, -, pmp, deceased
AZ, 2015, kidney, 94, num, living
AZ, 2015, liver, 16, num, living
AZ, 2015, pancreas, -, num, living
AZ, 2015, heart, -, num, living
AZ, 2015, lung, -, num, living
AZ, 2015, heart/lung, -, num, living
AZ, 2015, kidney, 9.60, pmp, living
AZ, 2015, liver, 1.60, pmp, living
AZ, 2015, pancreas, -, pmp, living
AZ, 2015, heart, -, pmp, living
AZ, 2015, lung, -, pmp, living
AZ, 2015, heart/lung, -, pmp, living
AZ, 2011, kidney, 0, num, deceased
AZ, 2011, liver, 0, num, deceased
AZ, 2011, pancreas, 0, num, deceased
AZ, 2011, heart, 0, num, deceased
AZ, 2011, lung, 0, num, deceased
AZ, 2011, heart/lung, -, num, deceased
AZ, 2011, kidney, 0, pmp, deceased
AZ, 2011, liver, 0, pmp, deceased
AZ, 2011, pancreas, 0, pmp, deceased
AZ, 2011, heart, 0, pmp, deceased
AZ, 2011, lung, 0, pmp, deceased
AZ, 2011, heart/lung, -, pmp, deceased
AZ, 2011, kidney, 13, num, living
AZ, 2011, liver, 3, num, living
AZ, 2011, pancreas, -, num, living
AZ, 2011, heart, -, num, living
AZ, 2011, lung, -, num, living
AZ, 2011, heart/lung, -, num, living
AZ, 2011, kidney, 1.41, pmp, living
AZ, 2011, liver, 0.33, pmp, living
AZ, 2011, pancreas, -, pmp, living
AZ, 2011, heart, -, pmp, living
AZ, 2011, lung, -, pmp, living
AZ, 2011, heart/lung, -, pmp, living
AZ, 2012, kidney, 0, num, deceased
AZ, 2012, liver, 0, num, deceased
AZ, 2012, pancreas, 0, num, deceased
AZ, 2012, heart, 0, num, deceased
AZ, 2012, lung, 0, num, deceased
AZ, 2012, heart/lung, -, num, deceased
AZ, 2012, kidney, 0, pmp, deceased
AZ, 2012, liver, 0, pmp, deceased
AZ, 2012, pancreas, 0, pmp, deceased
AZ, 2012, heart, 0, pmp, deceased
AZ, 2012, lung, 0, pmp, deceased
AZ, 2012, heart/lung, -, pmp, deceased
AZ, 2012, kidney, 45, num, living
AZ, 2012, liver, 16, num, living
AZ, 2012, pancreas, -, num, living
AZ, 2012, heart, -, num, living
AZ, 2012, lung, -, num, living
AZ, 2012, heart/lung, -, num, living
AZ, 2012, kidney, 5, pmp, living
AZ, 2012, liver, 1.8, pmp, living
AZ, 2012, pancreas, -, pmp, living
AZ, 2012, heart, -, pmp, living
AZ, 2012, lung, -, pmp, living
AZ, 2012, heart/lung, -, pmp, living
AZ, 2013, kidney, 0, num, deceased
AZ, 2013, liver, 0, num, deceased
AZ, 2013, pancreas, 0, num, deceased
AZ, 2013, heart, 0, num, deceased
AZ, 2013, lung, 0, num, deceased
AZ, 2013, heart/lung, -, num, deceased
AZ, 2013, kidney, 0, pmp, deceased
AZ, 2013, liver, 0, pmp, deceased
AZ, 2013, pancreas, 0, pmp, deceased
AZ, 2013, heart, 0, pmp, deceased
AZ, 2013, lung, 0, pmp, deceased
AZ, 2013, heart/lung, -, pmp, deceased
AZ, 2013, kidney, 69, num, living
AZ, 2013, liver, 19, num, living
AZ, 2013, pancreas, -, num, living
AZ, 2013, heart, -, num, living
AZ, 2013, lung, -, num, living
AZ, 2013, heart/lung, -, num, living
AZ, 2013, kidney, 7.26, pmp, living
AZ, 2013, liver, 2, pmp, living
AZ, 2013, pancreas, -, pmp, living
AZ, 2013, heart, -, pmp, living
AZ, 2013, lung, -, pmp, living
AZ, 2013, heart/lung, -, pmp, living
AZ, 2015, kidney, 94, num, deceased
AZ, 2015, liver, 16, num, deceased
AZ, 2015, pancreas, 0, num, deceased
AZ, 2015, heart, 0, num, deceased
AZ, 2015, lung, 0, num, deceased
AZ, 2015, heart/lung, -, num, deceased
AZ, 2015, kidney, 9.60, pmp, deceased
AZ, 2015, liver, 1.60, pmp, deceased
AZ, 2015, pancreas, 0, pmp, deceased
AZ, 2015, heart, 0, pmp, deceased
AZ, 2015, lung, 0, pmp, deceased
AZ, 2015, heart/lung, -, pmp, deceased
AZ, 2015, kidney, 94, num, living
AZ, 2015, liver, 16, num, living
AZ, 2015, pancreas, -, num, living
AZ, 2015, heart, -, num, living
AZ, 2015, lung, -, num, living
AZ, 2015, heart/lung, -, num, living
AZ, 2015, kidney, 9.60, pmp, living
AZ, 2015, liver, 1.60, pmp, living
AZ, 2015, pancreas, -, pmp, living
AZ, 2015, heart, -, pmp, living
AZ, 2015, lung, -, pmp, living
AZ, 2015, heart/lung, -, pmp, living
AZ, 2015, kidney, 94, num, deceased
AZ, 2015, liver, 16, num, deceased
AZ, 2015, pancreas, 0, num, deceased
AZ, 2015, heart, 0, num, deceased
AZ, 2015, lung, 0, num, deceased
AZ, 2015, heart/lung, -, num, deceased
AZ, 2015, kidney, 9.60, pmp, deceased
AZ, 2015, liver, 1.60, pmp, deceased
AZ, 2015, pancreas, 0, pmp, deceased
AZ, 2015, heart, 0, pmp, deceased
AZ, 2015, lung, 0, pmp, deceased
AZ, 2015, heart/lung, -, pmp, deceased
AZ, 2015, kidney, 94, num, living
AZ, 2015, liver, 16, num, living
AZ, 2015, pancreas, -, num, living
AZ, 2015, heart, -, num, living
AZ, 2015, lung, -, num, living
AZ, 2015, heart/lung, -, num, living
AZ, 2015, kidney, 9.60, pmp, living
AZ, 2015, liver, 1.60, pmp, living
AZ, 2015, pancreas, -, pmp, living
AZ, 2015, heart, -, pmp, living
AZ, 2015, lung, -, pmp, living
AZ, 2015, heart/lung, -, pmp, living
AZ, 2015, kidney, 94, num, deceased
AZ, 2015, liver, 16, num, deceased
AZ, 2015, pancreas, 0, num, deceased
AZ, 2015, heart, 0, num, deceased
AZ, 2015, lung, 0, num, deceased
AZ, 2015, heart/lung, -, num, deceased
AZ, 2015, kidney, 9.60, pmp, deceased
AZ, 2015, liver, 1.60, pmp, deceased
AZ, 2015, pancreas, 0, pmp, deceased
AZ, 2015, heart, 0, pmp, deceased
AZ, 2015, lung, 0, pmp, deceased
AZ, 2015, heart/lung, -, pmp, deceased
AZ, 2015, kidney, 94, num, living
AZ, 2015, liver, 16, num, living
AZ, 2015, pancreas, -, num, living
AZ, 2015, heart, -, num, living
AZ, 2015, lung, -, num, living
AZ, 2015, heart/lung, -, num, living
AZ, 2015, kidney, 9.60, pmp, living
AZ, 2015, liver, 1.60, pmp, living
AZ, 2015, pancreas, -, pmp, living
AZ, 2015, heart, -, pmp, living
AZ, 2015, lung, -, pmp, living
AZ, 2015, heart/lung, -, pmp, living
AZ, 2015, kidney, 94, num, deceased
AZ, 2015, liver, 16, num, deceased
AZ, 2015, pancreas, 0, num, deceased
AZ, 2015, heart, 0, num, deceased
AZ, 2015, lung, 0, num, deceased
AZ, 2015, heart/lung, -, num, deceased
AZ, 2015, kidney, 9.60, pmp, deceased
AZ, 2015, liver, 1.60, pmp, deceased
AZ, 2015, pancreas, 0, pmp, deceased
AZ, 2015, heart, 0, pmp, deceased
AZ, 2015, lung, 0, pmp, deceased
AZ, 2015, heart/lung, -, pmp, deceased
AZ, 2015, kidney, 94, num, living
AZ, 2015, liver, 16, num, living
AZ, 2015, pancreas, -, num, living
AZ, 2015, heart, -, num, living
AZ, 2015, lung, -, num, living
AZ, 2015, heart/lung, -, num, living
AZ, 2015, kidney, 9.60, pmp, living
AZ, 2015, liver, 1.60, pmp, living
AZ, 2015, pancreas, -, pmp, living
AZ, 2015, heart, -, pmp, living
AZ, 2015, lung, -, pmp, living
AZ, 2015, heart/lung, -, pmp, living
AZ, 2015, kidney, 94, num, deceased
AZ, 2015, liver, 16, num, deceased
AZ, 2015, pancreas, 0, num, deceased
AZ, 2015, heart, 0, num, deceased
AZ, 2015, lung, 0, num, deceased
AZ, 2015, heart/lung, -, num, deceased
AZ, 2015, kidney, 9.60, pmp, deceased
AZ, 2015, liver, 1.60, pmp, deceased
AZ, 2015, pancreas, 0, pmp, deceased
AZ, 2015, heart, 0, pmp, deceased
AZ, 2015, lung, 0, pmp, deceased
AZ, 2015, heart/lung, -, pmp, deceased
AZ, 2015, kidney, 94, num, living
AZ, 2015, liver, 16, num, living
AZ, 2015, pancreas, -, num, living
AZ, 2015, heart, -, num, living
AZ, 2015, lung, -, num, living
AZ, 2015, heart/lung, -, num, living
AZ, 2015, kidney, 9.60, pmp, living
AZ, 2015, liver, 1.60, pmp, living
AZ, 2015, pancreas, -, pmp, living
AZ, 2015, heart, -, pmp, living
AZ, 2015, lung, -, pmp, living
AZ, 2015, heart/lung, -, pmp, living
AE, 2017, kidney, 6, num, deceased
AE, 2017, liver, 0, num, deceased
AE, 2017, pancreas, 0, num, deceased
AE, 2017, heart, 0, num, deceased
AE, 2017, lung, 0, num, deceased
AE, 2017, heart/lung, -, num, deceased
AE, 2017, kidney, 0.66, pmp, deceased
AE, 2017, liver, 0, pmp, deceased
AE, 2017, pancreas, 0, pmp, deceased
AE, 2017, heart, 0, pmp, deceased
AE, 2017, lung, 0, pmp, deceased
AE, 2017, heart/lung, -, pmp, deceased
AE, 2017, kidney, 34, num, living
AE, 2017, liver, 0, num, living
AE, 2017, pancreas, -, num, living
AE, 2017, heart, -, num, living
AE, 2017, lung, -, num, living
AE, 2017, heart/lung, -, num, living
AE, 2017, kidney, 3.72, pmp, living
AE, 2017, liver, 0, pmp, living
AE, 2017, pancreas, -, pmp, living
AE, 2017, heart, -, pmp, living
AE, 2017, lung, -, pmp, living
AE, 2017, heart/lung, -, pmp, living
AE, 2017, kidney, 6, num, deceased
AE, 2017, liver, 0, num, deceased
AE, 2017, pancreas, 0, num, deceased
AE, 2017, heart, 0, num, deceased
AE, 2017, lung, 0, num, deceased
AE, 2017, heart/lung, -, num, deceased
AE, 2017, kidney, 0.66, pmp, deceased
AE, 2017, liver, 0, pmp, deceased
AE, 2017, pancreas, 0, pmp, deceased
AE, 2017, heart, 0, pmp, deceased
AE, 2017, lung, 0, pmp, deceased
AE, 2017, heart/lung, -, pmp, deceased
AE, 2017, kidney, 34, num, living
AE, 2017, liver, 0, num, living
AE, 2017, pancreas, -, num, living
AE, 2017, heart, -, num, living
AE, 2017, lung, -, num, living
AE, 2017, heart/lung, -, num, living
AE, 2017, kidney, 3.72, pmp, living
AE, 2017, liver, 0, pmp, living
AE, 2017, pancreas, -, pmp, living
AE, 2017, heart, -, pmp, living
AE, 2017, lung, -, pmp, living
AE, 2017, heart/lung, -, pmp, living
AE, 2017, kidney, 6, num, deceased
AE, 2017, liver, 0, num, deceased
AE, 2017, pancreas, 0, num, deceased
AE, 2017, heart, 0, num, deceased
AE, 2017, lung, 0, num, deceased
AE, 2017, heart/lung, -, num, deceased
AE, 2017, kidney, 0.66, pmp, deceased
AE, 2017, liver, 0, pmp, deceased
AE, 2017, pancreas, 0, pmp, deceased
AE, 2017, heart, 0, pmp, deceased
AE, 2017, lung, 0, pmp, deceased
AE, 2017, heart/lung, -, pmp, deceased
AE, 2017, kidney, 34, num, living
AE, 2017, liver, 0, num, living
AE, 2017, pancreas, -, num, living
AE, 2017, heart, -, num, living
AE, 2017, lung, -, num, living
AE, 2017, heart/lung, -, num, living
AE, 2017, kidney, 3.72, pmp, living
AE, 2017, liver, 0, pmp, living
AE, 2017, pancreas, -, pmp, living
AE, 2017, heart, -, pmp, living
AE, 2017, lung, -, pmp, living
AE, 2017, heart/lung, -, pmp, living
AE, 2017, kidney, 6, num, deceased
AE, 2017, liver, 0, num, deceased
AE, 2017, pancreas, 0, num, deceased
AE, 2017, heart, 0, num, deceased
AE, 2017, lung, 0, num, deceased
AE, 2017, heart/lung, -, num, deceased
AE, 2017, kidney, 0.66, pmp, deceased
AE, 2017, liver, 0, pmp, deceased
AE, 2017, pancreas, 0, pmp, deceased
AE, 2017, heart, 0, pmp, deceased
AE, 2017, lung, 0, pmp, deceased
AE, 2017, heart/lung, -, pmp, deceased
AE, 2017, kidney, 34, num, living
AE, 2017, liver, 0, num, living
AE, 2017, pancreas, -, num, living
AE, 2017, heart, -, num, living
AE, 2017, lung, -, num, living
AE, 2017, heart/lung, -, num, living
AE, 2017, kidney, 3.72, pmp, living
AE, 2017, liver, 0, pmp, living
AE, 2017, pancreas, -, pmp, living
AE, 2017, heart, -, pmp, living
AE, 2017, lung, -, pmp, living
AE, 2017, heart/lung, -, pmp, living
AE, 2017, kidney, 6, num, deceased
AE, 2017, liver, 0, num, deceased
AE, 2017, pancreas, 0, num, deceased
AE, 2017, heart, 0, num, deceased
AE, 2017, lung, 0, num, deceased
AE, 2017, heart/lung, -, num, deceased
AE, 2017, kidney, 0.66, pmp, deceased
AE, 2017, liver, 0, pmp, deceased
AE, 2017, pancreas, 0, pmp, deceased
AE, 2017, heart, 0, pmp, deceased
AE, 2017, lung, 0, pmp, deceased
AE, 2017, heart/lung, -, pmp, deceased
AE, 2017, kidney, 34, num, living
AE, 2017, liver, 0, num, living
AE, 2017, pancreas, -, num, living
AE, 2017, heart, -, num, living
AE, 2017, lung, -, num, living
AE, 2017, heart/lung, -, num, living
AE, 2017, kidney, 3.72, pmp, living
AE, 2017, liver, 0, pmp, living
AE, 2017, pancreas, -, pmp, living
AE, 2017, heart, -, pmp, living
AE, 2017, lung, -, pmp, living
AE, 2017, heart/lung, -, pmp, living
AE, 2017, kidney, 6, num, deceased
AE, 2017, liver, 0, num, deceased
AE, 2017, pancreas, 0, num, deceased
AE, 2017, heart, 0, num, deceased
AE, 2017, lung, 0, num, deceased
AE, 2017, heart/lung, -, num, deceased
AE, 2017, kidney, 0.66, pmp, deceased
AE, 2017, liver, 0, pmp, deceased
AE, 2017, pancreas, 0, pmp, deceased
AE, 2017, heart, 0, pmp, deceased
AE, 2017, lung, 0, pmp, deceased
AE, 2017, heart/lung, -, pmp, deceased
AE, 2017, kidney, 34, num, living
AE, 2017, liver, 0, num, living
AE, 2017, pancreas, -, num, living
AE, 2017, heart, -, num, living
AE, 2017, lung, -, num, living
AE, 2017, heart/lung, -, num, living
AE, 2017, kidney, 3.72, pmp, living
AE, 2017, liver, 0, pmp, living
AE, 2017, pancreas, -, pmp, living
AE, 2017, heart, -, pmp, living
AE, 2017, lung, -, pmp, living
AE, 2017, heart/lung, -, pmp, living
AE, 2017, kidney, 6, num, deceased
AE, 2017, liver, 0, num, deceased
AE, 2017, pancreas, 0, num, deceased
AE, 2017, heart, 0, num, deceased
AE, 2017, lung, 0, num, deceased
AE, 2017, heart/lung, -, num, deceased
AE, 2017, kidney, 0.66, pmp, deceased
AE, 2017, liver, 0, pmp, deceased
AE, 2017, pancreas, 0, pmp, deceased
AE, 2017, heart, 0, pmp, deceased
AE, 2017, lung, 0, pmp, deceased
AE, 2017, heart/lung, -, pmp, deceased
AE, 2017, kidney, 34, num, living
AE, 2017, liver, 0, num, living
AE, 2017, pancreas, -, num, living
AE, 2017, heart, -, num, living
AE, 2017, lung, -, num, living
AE, 2017, heart/lung, -, num, living
AE, 2017, kidney, 3.72, pmp, living
AE, 2017, liver, 0, pmp, living
AE, 2017, pancreas, -, pmp, living
AE, 2017, heart, -, pmp, living
AE, 2017, lung, -, pmp, living
AE, 2017, heart/lung, -, pmp, living
AE, 2017, kidney, 6, num, deceased
AE, 2017, liver, 0, num, deceased
AE, 2017, pancreas, 0, num, deceased
AE, 2017, heart, 0, num, deceased
AE, 2017, lung, 0, num, deceased
AE, 2017, heart/lung, -, num, deceased
AE, 2017, kidney, 0.66, pmp, deceased
AE, 2017, liver, 0, pmp, deceased
AE, 2017, pancreas, 0, pmp, deceased
AE, 2017, heart, 0, pmp, deceased
AE, 2017, lung, 0, pmp, deceased
AE, 2017, heart/lung, -, pmp, deceased
AE, 2017, kidney, 34, num, living
AE, 2017, liver, 0, num, living
AE, 2017, pancreas, -, num, living
AE, 2017, heart, -, num, living
AE, 2017, lung, -, num, living
AE, 2017, heart/lung, -, num, living
AE, 2017, kidney, 3.72, pmp, living
AE, 2017, liver, 0, pmp, living
AE, 2017, pancreas, -, pmp, living
AE, 2017, heart, -, pmp, living
AE, 2017, lung, -, pmp, living
AE, 2017, heart/lung, -, pmp, living
AE, 2017, kidney, 6, num, deceased
AE, 2017, liver, 0, num, deceased
AE, 2017, pancreas, 0, num, deceased
AE, 2017, heart, 0, num, deceased
AE, 2017, lung, 0, num, deceased
AE, 2017, heart/lung, -, num, deceased
AE, 2017, kidney, 0.66, pmp, deceased
AE, 2017, liver, 0, pmp, deceased
AE, 2017, pancreas, 0, pmp, deceased
AE, 2017, heart, 0, pmp, deceased
AE, 2017, lung, 0, pmp, deceased
AE, 2017, heart/lung, -, pmp, deceased
AE, 2017, kidney, 34, num, living
AE, 2017, liver, 0, num, living
AE, 2017, pancreas, -, num, living
AE, 2017, heart, -, num, living
AE, 2017, lung, -, num, living
AE, 2017, heart/lung, -, num, living
AE, 2017, kidney, 3.72, pmp, living
AE, 2017, liver, 0, pmp, living
AE, 2017, pancreas, -, pmp, living
AE, 2017, heart, -, pmp, living
AE, 2017, lung, -, pmp, living
AE, 2017, heart/lung, -, pmp, living
AE, 2017, kidney, 6, num, deceased
AE, 2017, liver, 0, num, deceased
AE, 2017, pancreas, 0, num, deceased
AE, 2017, heart, 0, num, deceased
AE, 2017, lung, 0, num, deceased
AE, 2017, heart/lung, -, num, deceased
AE, 2017, kidney, 0.66, pmp, deceased
AE, 2017, liver, 0, pmp, deceased
AE, 2017, pancreas, 0, pmp, deceased
AE, 2017, heart, 0, pmp, deceased
AE, 2017, lung, 0, pmp, deceased
AE, 2017, heart/lung, -, pmp, deceased
AE, 2017, kidney, 34, num, living
AE, 2017, liver, 0, num, living
AE, 2017, pancreas, -, num, living
AE, 2017, heart, -, num, living
AE, 2017, lung, -, num, living
AE, 2017, heart/lung, -, num, living
AE, 2017, kidney, 3.72, pmp, living
AE, 2017, liver, 0, pmp, living
AE, 2017, pancreas, -, pmp, living
AE, 2017, heart, -, pmp, living
AE, 2017, lung, -, pmp, living
AE, 2017, heart/lung, -, pmp, living
AE, 2017, kidney, 6, num, deceased
AE, 2017, liver, 0, num, deceased
AE, 2017, pancreas, 0, num, deceased
AE, 2017, heart, 0, num, deceased
AE, 2017, lung, 0, num, deceased
AE, 2017, heart/lung, -, num, deceased
AE, 2017, kidney, 0.66, pmp, deceased
AE, 2017, liver, 0, pmp, deceased
AE, 2017, pancreas, 0, pmp, deceased
AE, 2017, heart, 0, pmp, deceased
AE, 2017, lung, 0, pmp, deceased
AE, 2017, heart/lung, -, pmp, deceased
AE, 2017, kidney, 34, num, living
AE, 2017, liver, 0, num, living
AE, 2017, pancreas, -, num, living
AE, 2017, heart, -, num, living
AE, 2017, lung, -, num, living
AE, 2017, heart/lung, -, num, living
AE, 2017, kidney, 3.72, pmp, living
AE, 2017, liver, 0, pmp, living
AE, 2017, pancreas, -, pmp, living
AE, 2017, heart, -, pmp, living
AE, 2017, lung, -, pmp, living
AE, 2017, heart/lung, -, pmp, living
AE, 2017, kidney, 6, num, deceased
AE, 2017, liver, 0, num, deceased
AE, 2017, pancreas, 0, num, deceased
AE, 2017, heart, 0, num, deceased
AE, 2017, lung, 0, num, deceased
AE, 2017, heart/lung, -, num, deceased
AE, 2017, kidney, 0.66, pmp, deceased
AE, 2017, liver, 0, pmp, deceased
AE, 2017, pancreas, 0, pmp, deceased
AE, 2017, heart, 0, pmp, deceased
AE, 2017, lung, 0, pmp, deceased
AE, 2017, heart/lung, -, pmp, deceased
AE, 2017, kidney, 34, num, living
AE, 2017, liver, 0, num, living
AE, 2017, pancreas, -, num, living
AE, 2017, heart, -, num, living
AE, 2017, lung, -, num, living
AE, 2017, heart/lung, -, num, living
AE, 2017, kidney, 3.72, pmp, living
AE, 2017, liver, 0, pmp, living
AE, 2017, pancreas, -, pmp, living
AE, 2017, heart, -, pmp, living
AE, 2017, lung, -, pmp, living
AE, 2017, heart/lung, -, pmp, living
AE, 2017, kidney, 6, num, deceased
AE, 2017, liver, 0, num, deceased
AE, 2017, pancreas, 0, num, deceased
AE, 2017, heart, 0, num, deceased
AE, 2017, lung, 0, num, deceased
AE, 2017, heart/lung, -, num, deceased
AE, 2017, kidney, 0.66, pmp, deceased
AE, 2017, liver, 0, pmp, deceased
AE, 2017, pancreas, 0, pmp, deceased
AE, 2017, heart, 0, pmp, deceased
AE, 2017, lung, 0, pmp, deceased
AE, 2017, heart/lung, -, pmp, deceased
AE, 2017, kidney, 34, num, living
AE, 2017, liver, 0, num, living
AE, 2017, pancreas, -, num, living
AE, 2017, heart, -, num, living
AE, 2017, lung, -, num, living
AE, 2017, heart/lung, -, num, living
AE, 2017, kidney, 3.72, pmp, living
AE, 2017, liver, 0, pmp, living
AE, 2017, pancreas, -, pmp, living
AE, 2017, heart, -, pmp, living
AE, 2017, lung, -, pmp, living
AE, 2017, heart/lung, -, pmp, living
AE, 2017, kidney, 6, num, deceased
AE, 2017, liver, 0, num, deceased
AE, 2017, pancreas, 0, num, deceased
AE, 2017, heart, 0, num, deceased
AE, 2017, lung, 0, num, deceased
AE, 2017, heart/lung, -, num, deceased
AE, 2017, kidney, 0.66, pmp, deceased
AE, 2017, liver, 0, pmp, deceased
AE, 2017, pancreas, 0, pmp, deceased
AE, 2017, heart, 0, pmp, deceased
AE, 2017, lung, 0, pmp, deceased
AE, 2017, heart/lung, -, pmp, deceased
AE, 2017, kidney, 34, num, living
AE, 2017, liver, 0, num, living
AE, 2017, pancreas, -, num, living
AE, 2017, heart, -, num, living
AE, 2017, lung, -, num, living
AE, 2017, heart/lung, -, num, living
AE, 2017, kidney, 3.72, pmp, living
AE, 2017, liver, 0, pmp, living
AE, 2017, pancreas, -, pmp, living
AE, 2017, heart, -, pmp, living
AE, 2017, lung, -, pmp, living
AE, 2017, heart/lung, -, pmp, living
AE, 2017, kidney, 6, num, deceased
AE, 2017, liver, 0, num, deceased
AE, 2017, pancreas, 0, num, deceased
AE, 2017, heart, 0, num, deceased
AE, 2017, lung, 0, num, deceased
AE, 2017, heart/lung, -, num, deceased
AE, 2017, kidney, 0.66, pmp, deceased
AE, 2017, liver, 0, pmp, deceased
AE, 2017, pancreas, 0, pmp, deceased
AE, 2017, heart, 0, pmp, deceased
AE, 2017, lung, 0, pmp, deceased
AE, 2017, heart/lung, -, pmp, deceased
AE, 2017, kidney, 34, num, living
AE, 2017, liver, 0, num, living
AE, 2017, pancreas, -, num, living
AE, 2017, heart, -, num, living
AE, 2017, lung, -, num, living
AE, 2017, heart/lung, -, num, living
AE, 2017, kidney, 3.72, pmp, living
AE, 2017, liver, 0, pmp, living
AE, 2017, pancreas, -, pmp, living
AE, 2017, heart, -, pmp, living
AE, 2017, lung, -, pmp, living
