EC, 2017, kidney, 141, num, deceased
ES, 2006, heart/lung, -, num, living
ES, 2006, kidney, 2.30, pmp, living
ES, 2006, liver, 0.4, pmp, living
ES, 2006, pancreas, -, pmp, living
ES, 2006, heart, -, pmp, living
ES, 2006, lung, -, pmp, living
ES, 2006, heart/lung, -, pmp, living
ES, 2007, kidney, 2046, num, deceased
ES, 2007, liver, 1071, num, deceased
ES, 2007, pancreas, 5, num, deceased
ES, 2007, heart, 241, num, deceased
ES, 2007, lung, 77, num, deceased
ES, 2007, heart/lung, -, num, deceased
ES, 2007, kidney, 45.90, pmp, deceased
ES, 2007, liver, 23.70, pmp, deceased
ES, 2007, pancreas, 0.1, pmp, deceased
ES, 2007, heart, 5.30, pmp, deceased
ES, 2007, lung, 1.7, pmp, deceased
ES, 2007, heart/lung, -, pmp, deceased
ES, 2007, kidney, 137, num, living
ES, 2007, liver, 25, num, living
ES, 2007, pancreas, -, num, living
ES, 2007, heart, -, num, living
ES, 2007, lung, -, num, living
ES, 2007, heart/lung, -, num, living
ES, 2007, kidney, 3, pmp, living
ES, 2007, liver, 0.6, pmp, living
ES, 2007, pancreas, -, pmp, living
ES, 2007, heart, -, pmp, living
ES, 2007, lung, -, pmp, living
ES, 2007, heart/lung, -, pmp, living
ES, 2008, kidney, 2073, num, deceased
ES, 2008, liver, 1080, num, deceased
ES, 2008, pancreas, 104, num, deceased
ES, 2008, heart, 292, num, deceased
ES, 2008, lung, 90, num, deceased
ES, 2008, heart/lung, -, num, deceased
ES, 2008, kidney, 44.90, pmp, deceased
ES, 2008, liver, 23.40, pmp, deceased
ES, 2008, pancreas, 2.30, pmp, deceased
ES, 2008, heart, 6.30, pmp, deceased
ES, 2008, lung, 1.9, pmp, deceased
ES, 2008, heart/lung, -, pmp, deceased
ES, 2008, kidney, 156, num, living
ES, 2008, liver, 28, num, living
ES, 2008, pancreas, -, num, living
ES, 2008, heart, -, num, living
ES, 2008, lung, -, num, living
ES, 2008, heart/lung, -, num, living
ES, 2008, kidney, 3.40, pmp, living
ES, 2008, liver, 0.6, pmp, living
ES, 2008, pancreas, -, pmp, living
ES, 2008, heart, -, pmp, living
ES, 2008, lung, -, pmp, living
ES, 2008, heart/lung, -, pmp, living
ES, 2009, kidney, 2093, num, deceased
ES, 2009, liver, 1070, num, deceased
ES, 2009, pancreas, 97, num, deceased
ES, 2009, heart, 274, num, deceased
ES, 2009, lung, 93, num, deceased
ES, 2009, heart/lung, -, num, deceased
ES, 2009, kidney, 44.80, pmp, deceased
ES, 2009, liver, 22.90, pmp, deceased
ES, 2009, pancreas, 2.10, pmp, deceased
ES, 2009, heart, 5.90, pmp, deceased
ES, 2009, lung, 1.9, pmp, deceased
ES, 2009, heart/lung, -, pmp, deceased
ES, 2009, kidney, 235, num, living
ES, 2009, liver, 29, num, living
ES, 2009, pancreas, -, num, living
ES, 2009, heart, -, num, living
ES, 2009, lung, -, num, living
ES, 2009, heart/lung, -, num, living
ES, 2009, kidney, 5, pmp, living
ES, 2009, liver, 0.6, pmp, living
ES, 2009, pancreas, -, pmp, living
ES, 2009, heart, -, pmp, living
ES, 2009, lung, -, pmp, living
ES, 2009, heart/lung, -, pmp, living
ES, 2010, kidney, 1960, num, deceased
ES, 2010, liver, 971, num, deceased
ES, 2010, pancreas, 94, num, deceased
ES, 2010, heart, 243, num, deceased
ES, 2010, lung, 105, num, deceased
ES, 2010, heart/lung, -, num, deceased
ES, 2010, kidney, 41.70, pmp, deceased
ES, 2010, liver, 20.70, pmp, deceased
ES, 2010, pancreas, 2, pmp, deceased
ES, 2010, heart, 5.20, pmp, deceased
ES, 2010, lung, 2.20, pmp, deceased
ES, 2010, heart/lung, -, pmp, deceased
ES, 2010, kidney, 240, num, living
ES, 2010, liver, 20, num, living
ES, 2010, pancreas, -, num, living
ES, 2010, heart, -, num, living
ES, 2010, lung, -, num, living
ES, 2010, heart/lung, -, num, living
ES, 2010, kidney, 5.10, pmp, living
ES, 2010, liver, 0.4, pmp, living
ES, 2010, pancreas, -, pmp, living
ES, 2010, heart, -, pmp, living
ES, 2010, lung, -, pmp, living
ES, 2010, heart/lung, -, pmp, living
ES, 2011, kidney, 2186, num, deceased
ES, 2011, liver, 1109, num, deceased
ES, 2011, pancreas, 111, num, deceased
ES, 2011, heart, 237, num, deceased
ES, 2011, lung, 230, num, deceased
ES, 2011, heart/lung, -, num, deceased
ES, 2011, kidney, 46.30, pmp, deceased
ES, 2011, liver, 23.5, pmp, deceased
ES, 2011, pancreas, 2.40, pmp, deceased
ES, 2011, heart, 5, pmp, deceased
ES, 2011, lung, 4.90, pmp, deceased
ES, 2011, heart/lung, -, pmp, deceased
ES, 2011, kidney, 312, num, living
ES, 2011, liver, 28, num, living
ES, 2011, pancreas, -, num, living
ES, 2011, heart, -, num, living
ES, 2011, lung, -, num, living
ES, 2011, heart/lung, -, num, living
ES, 2011, kidney, 6.60, pmp, living
ES, 2011, liver, 0.6, pmp, living
ES, 2011, pancreas, -, pmp, living
ES, 2011, heart, -, pmp, living
ES, 2011, lung, -, pmp, living
ES, 2011, heart/lung, -, pmp, living
ES, 2012, kidney, 2190, num, deceased
ES, 2012, liver, 1056, num, deceased
ES, 2012, pancreas, 83, num, deceased
ES, 2012, heart, 247, num, deceased
ES, 2012, lung, 238, num, deceased
ES, 2012, heart/lung, -, num, deceased
ES, 2012, kidney, 47.53, pmp, deceased
ES, 2012, liver, 22.58, pmp, deceased
ES, 2012, pancreas, 1.8, pmp, deceased
ES, 2012, heart, 5.20, pmp, deceased
ES, 2012, lung, 5.04, pmp, deceased
ES, 2012, heart/lung, -, pmp, deceased
ES, 2012, kidney, 361, num, living
ES, 2012, liver, 28, num, living
ES, 2012, pancreas, -, num, living
ES, 2012, heart, -, num, living
ES, 2012, lung, -, num, living
ES, 2012, heart/lung, -, num, living
ES, 2012, kidney, 7.83, pmp, living
ES, 2012, liver, 0.59, pmp, living
ES, 2012, pancreas, -, pmp, living
ES, 2012, heart, -, pmp, living
ES, 2012, lung, -, pmp, living
ES, 2012, heart/lung, -, pmp, living
ES, 2013, kidney, 2170, num, deceased
ES, 2013, liver, 1070, num, deceased
ES, 2013, pancreas, 92, num, deceased
ES, 2013, heart, 249, num, deceased
ES, 2013, lung, 285, num, deceased
ES, 2013, heart/lung, -, num, deceased
ES, 2013, kidney, 46.05, pmp, deceased
ES, 2013, liver, 22.70, pmp, deceased
ES, 2013, pancreas, 1.95, pmp, deceased
ES, 2013, heart, 5.28, pmp, deceased
ES, 2013, lung, 6.05, pmp, deceased
ES, 2013, heart/lung, -, pmp, deceased
ES, 2013, kidney, 382, num, living
ES, 2013, liver, 23, num, living
ES, 2013, pancreas, -, num, living
ES, 2013, heart, -, num, living
ES, 2013, lung, -, num, living
ES, 2013, heart/lung, -, num, living
ES, 2013, kidney, 8.10, pmp, living
ES, 2013, liver, 0.49, pmp, living
ES, 2013, pancreas, -, pmp, living
ES, 2013, heart, -, pmp, living
ES, 2013, lung, -, pmp, living
ES, 2013, heart/lung, -, pmp, living
ES, 2014, kidney, 2255, num, deceased
ES, 2014, liver, 1047, num, deceased
ES, 2014, pancreas, 81, num, deceased
ES, 2014, heart, 265, num, deceased
ES, 2014, lung, 262, num, deceased
ES, 2014, heart/lung, -, num, deceased
ES, 2014, kidney, 48.21, pmp, deceased
ES, 2014, liver, 22.53, pmp, deceased
ES, 2014, pancreas, 1.7, pmp, deceased
ES, 2014, heart, 5.70, pmp, deceased
ES, 2014, lung, 5.60, pmp, deceased
ES, 2014, heart/lung, -, pmp, deceased
ES, 2014, kidney, 423, num, living
ES, 2014, liver, 21, num, living
ES, 2014, pancreas, -, num, living
ES, 2014, heart, -, num, living
ES, 2014, lung, -, num, living
ES, 2014, heart/lung, -, num, living
ES, 2014, kidney, 9, pmp, living
ES, 2014, liver, 0.4, pmp, living
ES, 2014, pancreas, -, pmp, living
ES, 2014, heart, -, pmp, living
ES, 2014, lung, -, pmp, living
ES, 2014, heart/lung, -, pmp, living
ES, 2015, kidney, 0, num, deceased
ES, 2015, liver, 0, num, deceased
ES, 2015, pancreas, 0, num, deceased
ES, 2015, heart, 0, num, deceased
ES, 2015, lung, 0, num, deceased
ES, 2015, heart/lung, -, num, deceased
ES, 2015, kidney, 0, pmp, deceased
ES, 2015, liver, 0, pmp, deceased
ES, 2015, pancreas, 0, pmp, deceased
ES, 2015, heart, 0, pmp, deceased
ES, 2015, lung, 0, pmp, deceased
ES, 2015, heart/lung, -, pmp, deceased
ES, 2015, kidney, 0, num, living
ES, 2015, liver, 0, num, living
ES, 2015, pancreas, -, num, living
ES, 2015, heart, -, num, living
ES, 2015, lung, -, num, living
ES, 2015, heart/lung, -, num, living
ES, 2015, kidney, 0, pmp, living
ES, 2015, liver, 0, pmp, living
ES, 2015, pancreas, -, pmp, living
ES, 2015, heart, -, pmp, living
ES, 2015, lung, -, pmp, living
ES, 2015, heart/lung, -, pmp, living
ES, 2016, kidney, 2653, num, deceased
ES, 2016, liver, 1131, num, deceased
ES, 2016, pancreas, 73, num, deceased
ES, 2016, heart, 281, num, deceased
ES, 2016, lung, 307, num, deceased
ES, 2016, heart/lung, -, num, deceased
ES, 2016, kidney, 56.99, pmp, deceased
ES, 2016, liver, 24.29, pmp, deceased
ES, 2016, pancreas, 1.60, pmp, deceased
ES, 2016, heart, 6, pmp, deceased
ES, 2016, lung, 6.60, pmp, deceased
ES, 2016, heart/lung, -, pmp, deceased
ES, 2016, kidney, 341, num, living
ES, 2016, liver, 28, num, living
ES, 2016, pancreas, -, num, living
ES, 2016, heart, -, num, living
ES, 2016, lung, -, num, living
ES, 2016, heart/lung, -, num, living
ES, 2016, kidney, 7.32, pmp, living
ES, 2016, liver, 0.6, pmp, living
ES, 2016, pancreas, -, pmp, living
ES, 2016, heart, -, pmp, living
ES, 2016, lung, -, pmp, living
ES, 2016, heart/lung, -, pmp, living
ES, 2017, kidney, 2937, num, deceased
ES, 2017, liver, 1226, num, deceased
ES, 2017, pancreas, 70, num, deceased
ES, 2017, heart, 304, num, deceased
ES, 2017, lung, 363, num, deceased
ES, 2017, heart/lung, -, num, deceased
ES, 2017, kidney, 63.06, pmp, deceased
ES, 2017, liver, 26.32, pmp, deceased
ES, 2017, pancreas, 1.5, pmp, deceased
ES, 2017, heart, 6.5, pmp, deceased
ES, 2017, lung, 7.80, pmp, deceased
ES, 2017, heart/lung, -, pmp, deceased
ES, 2017, kidney, 332, num, living
ES, 2017, liver, 17, num, living
ES, 2017, pancreas, -, num, living
ES, 2017, heart, -, num, living
ES, 2017, lung, -, num, living
ES, 2017, heart/lung, -, num, living
ES, 2017, kidney, 7.10, pmp, living
ES, 2017, liver, 0.4, pmp, living
ES, 2017, pancreas, -, pmp, living
ES, 2017, heart, -, pmp, living
ES, 2017, lung, -, pmp, living
ES, 2017, heart/lung, -, pmp, living
ES, 2018, kidney, 3020, num, deceased
ES, 2018, liver, 1206, num, deceased
ES, 2018, pancreas, 82, num, deceased
ES, 2018, heart, 321, num, deceased
ES, 2018, lung, 369, num, deceased
ES, 2018, heart/lung, -, num, deceased
ES, 2018, kidney, 64.64, pmp, deceased
ES, 2018, liver, 25.81, pmp, deceased
ES, 2018, pancreas, 1.8, pmp, deceased
ES, 2018, heart, 6.90, pmp, deceased
ES, 2018, lung, 7.90, pmp, deceased
ES, 2018, heart/lung, -, pmp, deceased
ES, 2018, kidney, 290, num, living
ES, 2018, liver, 23, num, living
ES, 2018, pancreas, -, num, living
ES, 2018, heart, -, num, living
ES, 2018, lung, -, num, living
ES, 2018, heart/lung, -, num, living
ES, 2018, kidney, 6.20, pmp, living
ES, 2018, liver, 0.5, pmp, living
ES, 2018, pancreas, -, pmp, living
ES, 2018, heart, -, pmp, living
ES, 2018, lung, -, pmp, living
ES, 2018, heart/lung, -, pmp, living
